update  time
시,군,구,위도,경도,지점코드 //base.csv와 좌표값이 안 맞음.
인천광역시,강화군,송해면,37.7691,126.4674,2871039000
인천광역시,강화군,교동면,37.7698,126.2923,2871040000
인천광역시,강화군,삼산면,37.7234,126.3504,2871041000
인천광역시,강화군,서도면,37.6315,126.2334,2871042000
인천광역시,옹진군,,37.4452,126.6393,2872000000
인천광역시,옹진군,북도면,37.5387,126.4076,2872031000
인천광역시,옹진군,백령면,37.9459,124.6539,2872033000
인천광역시,옹진군,대청면,37.8074,124.6568,2872034000
인천광역시,옹진군,덕적면,37.2166,126.174,2872035000
인천광역시,옹진군,영흥면,37.2618,126.4637,2872036000
인천광역시,옹진군,자월면,37.2624,126.29,2872037000
인천광역시,옹진군,연평면,37.6775,125.7089,2872038000
광주광역시,,,35.157,126.8534,2900000000
광주광역시,동구,,35.1438,126.9532,2911000000
광주광역시,동구,충장동,35.1443,126.8971,2911052500
광주광역시,동구,동명동,35.1438,126.9532,2911054500
광주광역시,동구,계림1동,35.1443,126.8971,2911056000
광주광역시,동구,계림2동,35.1438,126.9532,2911057000
광주광역시,동구,산수1동,35.1438,126.9532,2911059000
광주광역시,동구,산수2동,35.1438,126.9532,2911060000
광주광역시,동구,지산1동,35.1438,126.9532,2911062000
광주광역시,동구,지산2동,35.1438,126.9532,2911063000
광주광역시,동구,서남동,35.1438,126.9532,2911065500
광주광역시,동구,학동,35.1438,126.9532,2911068500
광주광역시,동구,학운동,35.1438,126.9532,2911071000
광주광역시,동구,지원1동,35.098,126.9525,2911073000
광주광역시,동구,지원2동,35.098,126.9525,2911074000
광주광역시,서구,,35.1443,126.8971,2914000000
광주광역시,서구,양동,35.1443,126.8971,2914057500
광주광역시,서구,양3동,35.1443,126.8971,2914059000
광주광역시,서구,농성1동,35.1443,126.8971,2914065000
광주광역시,서구,농성2동,35.1443,126.8971,2914066000
광주광역시,서구,광천동,35.1443,126.8971,2914073000
광주광역시,서구,유덕동,35.1448,126.8411,2914074000
광주광역시,서구,치평동,35.1448,126.8411,2914074500
광주광역시,서구,상무1동,35.1443,126.8971,2914075100
광주광역시,서구,상무2동,35.1448,126.8411,2914075200
광주광역시,서구,화정1동,35.1443,126.8971,2914076000
광주광역시,서구,화정2동,35.1443,126.8971,2914077000
광주광역시,서구,화정3동,35.1443,126.8971,2914078000
광주광역시,서구,화정4동,35.1443,126.8971,2914079000
광주광역시,서구,서창동,35.099,126.8405,2914080000
광주광역시,서구,금호1동,35.1448,126.8411,2914082100
광주광역시,서구,금호2동,35.1448,126.8411,2914082400
광주광역시,서구,풍암동,35.1443,126.8971,2914083000
광주광역시,남구,,35.0985,126.8965,2915500000
광주광역시,남구,양림동,35.1443,126.8971,2915551000
광주광역시,남구,방림1동,35.1443,126.8971,2915552000
광주광역시,남구,방림2동,35.1443,126.8971,2915553000
광주광역시,남구,봉선1동,35.1443,126.8971,2915553700
광주광역시,남구,봉선2동,35.0985,126.8965,2915553800
광주광역시,남구,사직동,35.1443,126.8971,2915554500
광주광역시,남구,월산동,35.1443,126.8971,2915560500
광주광역시,남구,월산4동,35.1443,126.8971,2915563000
광주광역시,남구,월산5동,35.1443,126.8971,2915564000
광주광역시,남구,백운1동,35.1443,126.8971,2915567000
광주광역시,남구,백운2동,35.1443,126.8971,2915568000
광주광역시,남구,주월1동,35.1443,126.8971,2915569000
광주광역시,남구,주월2동,35.1443,126.8971,2915570000
광주광역시,남구,효덕동,35.0985,126.8965,2915571000
광주광역시,남구,송암동,35.0985,126.8965,2915572000
광주광역시,남구,대촌동,35.099,126.8405,2915573000
광주광역시,북구,,35.1901,126.8978,2917000000
광주광역시,북구,중흥1동,35.1443,126.8971,2917051000
광주광역시,북구,중흥2동,35.1443,126.8971,2917052000
광주광역시,북구,중흥3동,35.1901,126.8978,2917053000
광주광역시,북구,중앙동,35.1443,126.8971,2917055500
광주광역시,북구,임동,35.1443,126.8971,2917057000
광주광역시,북구,신안동,35.1443,126.8971,2917058000
광주광역시,북구,용봉동,35.1901,126.8978,2917059000
광주광역시,북구,운암1동,35.1901,126.8978,2917060100
광주광역시,북구,운암2동,35.1901,126.8978,2917060200
광주광역시,북구,운암3동,35.1901,126.8978,2917060300
광주광역시,북구,동림동,35.1906,126.8417,2917061500
광주광역시,북구,우산동,35.1901,126.8978,2917062000
광주광역시,북구,풍향동,35.1443,126.8971,2917063500
광주광역시,북구,문화동,35.1896,126.9539,2917065000
광주광역시,북구,문흥1동,35.1901,126.8978,2917065600
광주광역시,북구,문흥2동,35.1901,126.8978,2917065700
광주광역시,북구,두암1동,35.1896,126.9539,2917066100
광주광역시,북구,두암2동,35.1896,126.9539,2917066200
광주광역시,북구,두암3동,35.1438,126.9532,2917066300
광주광역시,북구,삼각동,35.1901,126.8978,2917066600
광주광역시,북구,일곡동,35.1901,126.8978,2917066900
광주광역시,북구,매곡동,35.1901,126.8978,2917067300
광주광역시,북구,오치1동,35.1901,126.8978,2917067600
광주광역시,북구,오치2동,35.1901,126.8978,2917067700
광주광역시,북구,석곡동,35.1896,126.9539,2917068500
광주광역시,북구,건국동,35.236,126.8984,2917069500
광주광역시,광산구,,35.1453,126.7851,2920000000
광주광역시,광산구,송정1동,35.1453,126.7851,2920051500
광주광역시,광산구,송정2동,35.1453,126.7851,2920052500
광주광역시,광산구,도산동,35.1453,126.7851,2920054000
광주광역시,광산구,신흥동,35.1453,126.7851,2920055000
광주광역시,광산구,어룡동,35.1453,126.7851,2920056500
광주광역시,광산구,우산동,35.1453,126.7851,2920058000
광주광역시,광산구,월곡1동,35.1911,126.7856,2920060000
광주광역시,광산구,월곡2동,35.1911,126.7856,2920061000
광주광역시,광산구,비아동,35.2365,126.8423,2920062000
광주광역시,광산구,첨단1동,35.2365,126.8423,2920062400
광주광역시,광산구,첨단2동,35.2365,126.8423,2920062600
광주광역시,광산구,신가동,35.1906,126.8417,2920063000
광주광역시,광산구,운남동,35.1906,126.8417,2920063500
광주광역시,광산구,하남동,35.1911,126.7856,2920064000
광주광역시,광산구,임곡동,35.2374,126.73,2920065000
광주광역시,광산구,동곡동,35.0994,126.7845,2920066000
광주광역시,광산구,평동,35.0994,126.7845,2920067000
광주광역시,광산구,삼도동,35.1461,126.673,2920068000
광주광역시,광산구,본량동,35.1915,126.7295,2920069000
광주광역시,광산구,신창동,35.1906,126.8417,2920070000
대전광역시,,,36.3471,127.3866,3000000000
대전광역시,동구,,36.3318,127.4275,3011000000
대전광역시,동구,중앙동,36.3318,127.4275,3011051500
대전광역시,동구,효동,36.3318,127.4275,3011053000
대전광역시,동구,신인동,36.3318,127.4275,3011054500
대전광역시,동구,판암1동,36.331,127.4845,3011055100
대전광역시,동구,판암2동,36.331,127.4845,3011055200
대전광역시,동구,용운동,36.331,127.4845,3011056000
대전광역시,동구,대동,36.3318,127.4275,3011058500
대전광역시,동구,자양동,36.3318,127.4275,3011059000
대전광역시,동구,가양1동,36.3318,127.4275,3011062000
대전광역시,동구,가양2동,36.3318,127.4275,3011063000
대전광역시,동구,용전동,36.3778,127.4285,3011064000
대전광역시,동구,성남동,36.3318,127.4275,3011066500
대전광역시,동구,홍도동,36.3318,127.4275,3011067000
대전광역시,동구,삼성동,36.3318,127.4275,3011069500
대전광역시,동구,대청동,36.331,127.4845,3011072500
대전광역시,동구,산내동,36.285,127.4835,3011074000
대전광역시,중구,,36.3318,127.4275,3014000000
대전광역시,중구,은행선화동,36.3318,127.4275,3014053500
대전광역시,중구,목동,36.3318,127.4275,3014055000
대전광역시,중구,중촌동,36.3318,127.4275,3014056000
대전광역시,중구,대흥동,36.3318,127.4275,3014057500
대전광역시,중구,문창동,36.3318,127.4275,3014060500
대전광역시,중구,석교동,36.2858,127.4265,3014062000
대전광역시,중구,대사동,36.3318,127.4275,3014063000
대전광역시,중구,부사동,36.3318,127.4275,3014064000
대전광역시,중구,용두동,36.3318,127.4275,3014065500
대전광역시,중구,오류동,36.3318,127.4275,3014067000
대전광역시,중구,태평1동,36.3318,127.4275,3014068000
대전광역시,중구,태평2동,36.3326,127.3704,3014069000
대전광역시,중구,유천1동,36.3326,127.3704,3014070000
대전광역시,중구,유천2동,36.3318,127.4275,3014071000
대전광역시,중구,문화1동,36.3318,127.4275,3014072000
대전광역시,중구,문화2동,36.2858,127.4265,3014073000
대전광역시,중구,산성동,36.2866,127.3694,3014074000
대전광역시,서구,,36.3326,127.3704,3017000000
대전광역시,서구,복수동,36.2866,127.3694,3017051000
대전광역시,서구,도마1동,36.3326,127.3704,3017052000
대전광역시,서구,도마2동,36.3326,127.3704,3017053000
대전광역시,서구,정림동,36.2866,127.3694,3017053500
대전광역시,서구,변동,36.3326,127.3704,3017054000
대전광역시,서구,용문동,36.3326,127.3704,3017055000
대전광역시,서구,탄방동,36.3326,127.3704,3017055500
대전광역시,서구,괴정동,36.3326,127.3704,3017056000
대전광역시,서구,가장동,36.3326,127.3704,3017057000
대전광역시,서구,내동,36.3326,127.3704,3017057500
대전광역시,서구,갈마1동,36.3326,127.3704,3017058100
대전광역시,서구,갈마2동,36.3326,127.3704,3017058200
대전광역시,서구,월평1동,36.3326,127.3704,3017058600
대전광역시,서구,월평2동,36.3786,127.3714,3017058700
대전광역시,서구,월평3동,36.3786,127.3714,3017058800
대전광역시,서구,가수원동,36.2866,127.3694,3017059000
대전광역시,서구,관저1동,36.2874,127.3124,3017059600
대전광역시,서구,관저2동,36.2874,127.3124,3017059700
대전광역시,서구,기성동,36.2407,127.3685,3017060000
대전광역시,서구,둔산1동,36.3326,127.3704,3017063000
대전광역시,서구,둔산2동,36.3326,127.3704,3017064000
대전광역시,서구,만년동,36.3786,127.3714,3017065000
대전광역시,서구,둔산3동,36.3318,127.4275,3017066000
대전광역시,유성구,,36.3786,127.3714,3020000000
대전광역시,유성구,진잠동,36.2874,127.3124,3020052000
대전광역시,유성구,온천1동,36.3334,127.3133,3020053000
대전광역시,유성구,온천2동,36.3794,127.3143,3020054000
대전광역시,유성구,노은1동,36.3794,127.3143,3020054600
대전광역시,유성구,노은2동,36.3794,127.3143,3020054700
대전광역시,유성구,신성동,36.3786,127.3714,3020055000
대전광역시,유성구,전민동,36.3778,127.4285,3020057000
대전광역시,유성구,구즉동,36.4246,127.3724,3020058000
대전광역시,대덕구,,36.3318,127.4275,3023000000
대전광역시,대덕구,오정동,36.3318,127.4275,3023051000
대전광역시,대덕구,대화동,36.3778,127.4285,3023052000
대전광역시,대덕구,회덕동,36.3778,127.4285,3023052500
대전광역시,대덕구,비래동,36.3318,127.4275,3023053300
대전광역시,대덕구,송촌동,36.3778,127.4285,3023054300
대전광역시,대덕구,중리동,36.3778,127.4285,3023054600
대전광역시,대덕구,신탄진동,36.4698,127.4305,3023055000
대전광역시,대덕구,석봉동,36.4238,127.4295,3023056000
대전광역시,대덕구,덕암동,36.4238,127.4295,3023057000
대전광역시,대덕구,목상동,36.4238,127.4295,3023058000
대전광역시,대덕구,법1동,36.3778,127.4285,3023060000
대전광역시,대덕구,법2동,36.3778,127.4285,3023061000
울산광역시,,,35.5354,129.3137,3100000000
울산광역시,중구,,35.5507,129.3288,3111000000
울산광역시,중구,학성동,35.5507,129.3288,3111051000
울산광역시,중구,반구1동,35.5507,129.3288,3111052000
울산광역시,중구,반구2동,35.5507,129.3288,3111053000
울산광역시,중구,복산1동,35.5507,129.3288,3111054000
울산광역시,중구,복산2동,35.5507,129.3288,3111055000
울산광역시,중구,중앙동,35.5507,129.3288,3111058500
울산광역시,중구,우정동,35.5507,129.3288,3111059000
울산광역시,중구,태화동,35.5507,129.3288,3111060000
울산광역시,중구,다운동,35.5526,129.2724,3111061000
울산광역시,중구,병영1동,35.5507,129.3288,3111062000
울산광역시,중구,병영2동,35.5966,129.3311,3111063000
울산광역시,중구,약사동,35.5507,129.3288,3111064000
울산광역시,남구,,35.5507,129.3288,3114000000
울산광역시,남구,신정1동,35.5507,129.3288,3114051000
울산광역시,남구,신정2동,35.5507,129.3288,3114052000
울산광역시,남구,신정3동,35.5507,129.3288,3114053000
울산광역시,남구,신정4동,35.5049,129.3264,3114054000
울산광역시,남구,신정5동,35.5507,129.3288,3114055000
울산광역시,남구,달동,35.5507,129.3288,3114056000
울산광역시,남구,삼산동,35.5507,129.3288,3114057000
울산광역시,남구,삼호동,35.5526,129.2724,3114058500
울산광역시,남구,무거동,35.5526,129.2724,3114059500
울산광역시,남구,옥동,35.5526,129.2724,3114060000
울산광역시,남구,대현동,35.5049,129.3264,3114062500
울산광역시,남구,수암동,35.5049,129.3264,3114063500
울산광역시,남구,선암동,35.5049,129.3264,3114064000
울산광역시,남구,야음장생포동,35.5049,129.3264,3114067000
울산광역시,동구,,35.501,129.439,3117000000
울산광역시,동구,방어동,35.501,129.439,3117051000
울산광역시,동구,일산동,35.501,129.439,3117052000
울산광역시,동구,화정동,35.501,129.439,3117053000
울산광역시,동구,대송동,35.501,129.439,3117054000
울산광역시,동구,전하1동,35.501,129.439,3117055000
울산광역시,동구,전하2동,35.501,129.439,3117056000
울산광역시,동구,남목1동,35.5469,129.4415,3117058000
울산광역시,동구,남목2동,35.501,129.439,3117059000
울산광역시,동구,남목3동,35.5469,129.4415,3117060000
울산광역시,북구,,35.5947,129.3875,3120000000
울산광역시,북구,농소1동,35.6424,129.3335,3120051000
울산광역시,북구,농소2동,35.6424,129.3335,3120052000
울산광역시,북구,농소3동,35.6424,129.3335,3120053000
울산광역시,북구,강동동,35.5927,129.4439,3120054000
울산광역시,북구,효문동,35.5947,129.3875,3120056000
울산광역시,북구,송정동,35.5947,129.3875,3120057000
울산광역시,북구,양정동,35.5488,129.3851,3120058000
울산광역시,북구,염포동,35.503,129.3827,3120059000
울산광역시,울주군,,35.5526,129.2724,3171000000
울산광역시,울주군,온산읍,35.4132,129.3217,3171025000
울산광역시,울주군,언양읍,35.5581,129.1033,3171025300
울산광역시,울주군,온양읍,35.4151,129.2655,3171025600
울산광역시,울주군,범서읍,35.5545,129.216,3171025900
울산광역시,울주군,서생면,35.3674,129.3194,3171031000
울산광역시,울주군,청량면,35.5049,129.3264,3171033000
울산광역시,울주군,웅촌면,35.4628,129.2115,3171034000
울산광역시,울주군,두동면,35.6462,129.2206,3171036000
울산광역시,울주군,두서면,35.648,129.1642,3171037000
울산광역시,울주군,상북면,35.604,129.1055,3171038000
울산광역시,울주군,삼남면,35.5123,129.1012,3171039000
울산광역시,울주군,삼동면,35.5105,129.1575,3171040000
세종특별자치시,,,36.57,127.27,3600000000
세종특별자치시,세종,,36.4713,127.3162,3611000000
세종특별자치시,세종특별자치시,조치원읍,36.6094,127.319,3611025000
세종특별자치시,세종특별자치시,연기면,36.5181,127.2598,3611031000
세종특별자치시,세종특별자치시,연동면,36.5633,127.318,3611032000
세종특별자치시,세종특별자치시,부강면,36.5166,127.3743,3611033000
세종특별자치시,세종특별자치시,금남면,36.4721,127.2589,3611034000
세종특별자치시,세종특별자치시,장군면,36.4728,127.2017,3611035000
세종특별자치시,세종특별자치시,연서면,36.6101,127.2617,3611036000
세종특별자치시,세종특별자치시,전의면,36.6568,127.2052,3611037000
세종특별자치시,세종특별자치시,전동면,36.6561,127.2626,3611038000
세종특별자치시,세종특별자치시,소정면,36.7035,127.1487,3611039000
경기도,수원시,,37.2606,127.0307,4111000000
경기도,수원시장안구,,37.3041,126.9856,4111100000
경기도,수원시장안구,파장동,37.3041,126.9856,4111156000
경기도,수원시장안구,율천동,37.3041,126.9856,4111156600
경기도,수원시장안구,정자1동,37.3041,126.9856,4111157100
경기도,수원시장안구,정자2동,37.3041,126.9856,4111157200
경기도,수원시장안구,정자3동,37.3041,126.9856,4111157300
경기도,수원시장안구,영화동,37.3035,127.0436,4111158000
경기도,수원시장안구,송죽동,37.3041,126.9856,4111159100
경기도,수원시장안구,조원1동,37.3035,127.0436,4111159700
경기도,수원시장안구,조원2동,37.3041,126.9856,4111159800
경기도,수원시장안구,연무동,37.3035,127.0436,4111160000
경기도,수원시권선구,,37.258,126.9849,4111300000
경기도,수원시권선구,세류1동,37.258,126.9849,4111352000
경기도,수원시권선구,세류2동,37.2575,127.0428,4111353000
경기도,수원시권선구,세류3동,37.2575,127.0428,4111354000
경기도,수원시권선구,평동,37.258,126.9849,4111355000
경기도,수원시권선구,서둔동,37.258,126.9849,4111356000
경기도,수원시권선구,구운동,37.258,126.9849,4111365000
경기도,수원시권선구,금호동,37.258,126.9849,4111366000
경기도,수원시권선구,권선1동,37.2575,127.0428,4111367000
경기도,수원시권선구,권선2동,37.2575,127.0428,4111368000
경기도,수원시권선구,곡선동,37.2575,127.0428,4111369000
경기도,수원시권선구,입북동,37.3041,126.9856,4111370000
경기도,수원시팔달구,,37.3035,127.0436,4111500000
경기도,수원시팔달구,매교동,37.2575,127.0428,4111565000
경기도,수원시팔달구,매산동,37.258,126.9849,4111566000
경기도,수원시팔달구,고등동,37.258,126.9849,4111567000
경기도,수원시팔달구,화서1동,37.258,126.9849,4111568000
경기도,수원시팔달구,화서2동,37.258,126.9849,4111569000
경기도,수원시팔달구,지동,37.2575,127.0428,4111570000
경기도,수원시팔달구,우만1동,37.3035,127.0436,4111571000
경기도,수원시팔달구,우만2동,37.2575,127.0428,4111572000
경기도,수원시팔달구,인계동,37.2575,127.0428,4111573000
경기도,수원시팔달구,행궁동,37.3035,127.0436,4111574000
경기도,수원시영통구,,37.2575,127.0428,4111700000
경기도,수원시영통구,매탄1동,37.2575,127.0428,4111751000
경기도,수원시영통구,매탄2동,37.2575,127.0428,4111752000
경기도,수원시영통구,매탄3동,37.2575,127.0428,4111753000
경기도,수원시영통구,매탄4동,37.2575,127.0428,4111754000
경기도,수원시영통구,원천동,37.2575,127.0428,4111755000
경기도,수원시영통구,영통1동,37.2568,127.1007,4111757000
경기도,수원시영통구,영통2동,37.2575,127.0428,4111758000
경기도,수원시영통구,태장동,37.2575,127.0428,4111759000
경기도,성남시,,37.4421,127.141,4113000000
경기도,성남시수정구,,37.4406,127.162,4113100000
경기도,성남시수정구,신흥1동,37.4406,127.162,4113151000
경기도,성남시수정구,신흥2동,37.4406,127.162,4113152000
경기도,성남시수정구,신흥3동,37.4406,127.162,4113153000
경기도,성남시수정구,태평1동,37.4412,127.1039,4113154000
경기도,성남시수정구,태평2동,37.4406,127.162,4113155000
경기도,성남시수정구,태평3동,37.4406,127.162,4113156000
경기도,성남시수정구,태평4동,37.4406,127.162,4113156100
경기도,성남시수정구,수진1동,37.4406,127.162,4113157000
경기도,성남시수정구,수진2동,37.4412,127.1039,4113158000
경기도,성남시수정구,단대동,37.4406,127.162,4113159000
경기도,성남시수정구,산성동,37.4406,127.162,4113160000
경기도,성남시수정구,양지동,37.4406,127.162,4113161000
경기도,성남시수정구,복정동,37.4412,127.1039,4113162000
경기도,성남시수정구,신촌동,37.4412,127.1039,4113163000
경기도,성남시수정구,고등동,37.4412,127.1039,4113164000
경기도,성남시수정구,시흥동,37.4412,127.1039,4113165000
경기도,성남시중원구,,37.4406,127.162,4113300000
경기도,성남시중원구,성남동,37.4406,127.162,4113351000
경기도,성남시중원구,금광1동,37.4406,127.162,4113353000
경기도,성남시중원구,금광2동,37.4406,127.162,4113354000
경기도,성남시중원구,은행1동,37.4406,127.162,4113355000
경기도,성남시중원구,은행2동,37.4406,127.162,4113356000
경기도,성남시중원구,상대원1동,37.4406,127.162,4113357000
경기도,성남시중원구,상대원2동,37.4406,127.162,4113358000
경기도,성남시중원구,상대원3동,37.4406,127.162,4113359000
경기도,성남시중원구,하대원동,37.4406,127.162,4113366000
경기도,성남시중원구,도촌동,37.3945,127.1611,4113367000
경기도,성남시분당구,,37.3951,127.1031,4113500000
경기도,성남시분당구,분당동,37.3484,127.1603,4113551000
경기도,성남시분당구,수내1동,37.3951,127.1031,4113552000
경기도,성남시분당구,수내2동,37.349,127.1023,4113553000
경기도,성남시분당구,수내3동,37.349,127.1023,4113554000
경기도,성남시분당구,정자1동,37.349,127.1023,4113555000
경기도,성남시분당구,정자2동,37.349,127.1023,4113556000
경기도,성남시분당구,정자3동,37.349,127.1023,4113557000
경기도,성남시분당구,서현1동,37.3951,127.1031,4113558000
경기도,성남시분당구,서현2동,37.3945,127.1611,4113559000
경기도,성남시분당구,이매1동,37.3951,127.1031,4113560000
경기도,성남시분당구,이매2동,37.3951,127.1031,4113561000
경기도,성남시분당구,야탑1동,37.3945,127.1611,4113562000
경기도,성남시분당구,야탑2동,37.3951,127.1031,4113563000
경기도,성남시분당구,야탑3동,37.3945,127.1611,4113564000
경기도,성남시분당구,판교동,37.3951,127.1031,4113565000
경기도,성남시분당구,삼평동,37.3951,127.1031,4113565500
경기도,성남시분당구,백현동,37.3951,127.1031,4113565700
경기도,성남시분당구,금곡동,37.349,127.1023,4113566200
경기도,성남시분당구,구미1동,37.349,127.1023,4113566500
경기도,성남시분당구,구미동,37.349,127.1023,4113567000
경기도,성남시분당구,운중동,37.3951,127.1031,4113568000
경기도,의정부시,,37.7353,127.0358,4115000000
경기도,의정부시,의정부1동,37.7647,127.0512,4115051000
경기도,의정부시,의정부2동,37.7186,127.0504,4115052000
경기도,의정부시,의정부3동,37.7186,127.0504,4115053000
경기도,의정부시,호원1동,37.7186,127.0504,4115054500
경기도,의정부시,호원2동,37.7186,127.0504,4115055500
경기도,의정부시,장암동,37.7186,127.0504,4115056100
경기도,의정부시,신곡1동,37.7186,127.0504,4115056700
경기도,의정부시,신곡2동,37.7186,127.0504,4115056800
경기도,의정부시,송산1동,37.718,127.1087,4115057300
경기도,의정부시,송산2동,37.718,127.1087,4115057600
경기도,의정부시,자금동,37.7647,127.0512,4115058000
경기도,의정부시,가능1동,37.7647,127.0512,4115059000
경기도,의정부시,가능2동,37.7186,127.0504,4115060000
경기도,의정부시,가능3동,37.7186,127.0504,4115061000
경기도,의정부시,녹양동,37.7647,127.0512,4115062000
경기도,안양시,,37.3915,126.9589,4117000000
경기도,안양시만안구,,37.3969,126.929,4117100000
경기도,안양시만안구,안양1동,37.3969,126.929,4117151000
경기도,안양시만안구,안양2동,37.3969,126.929,4117152000
경기도,안양시만안구,안양3동,37.3969,126.929,4117153000
경기도,안양시만안구,안양4동,37.3969,126.929,4117154000
경기도,안양시만안구,안양5동,37.3969,126.929,4117155000
경기도,안양시만안구,안양6동,37.3969,126.929,4117156000
경기도,안양시만안구,안양7동,37.3969,126.929,4117157000
경기도,안양시만안구,안양8동,37.3969,126.929,4117158000
경기도,안양시만안구,안양9동,37.3969,126.929,4117158100
경기도,안양시만안구,석수1동,37.3969,126.929,4117159000
경기도,안양시만안구,석수2동,37.3969,126.929,4117160000
경기도,안양시만안구,석수3동,37.3974,126.871,4117161000
경기도,안양시만안구,박달1동,37.3969,126.929,4117162100
경기도,안양시만안구,박달2동,37.3969,126.929,4117163000
경기도,안양시동안구,,37.3969,126.929,4117300000
경기도,안양시동안구,비산1동,37.3969,126.929,4117351000
경기도,안양시동안구,비산2동,37.3969,126.929,4117352000
경기도,안양시동안구,비산3동,37.3969,126.929,4117353000
경기도,안양시동안구,부흥동,37.3969,126.929,4117354000
경기도,안양시동안구,달안동,37.3969,126.929,4117354600
경기도,안양시동안구,관양1동,37.3963,126.987,4117355000
경기도,안양시동안구,관양2동,37.3963,126.987,4117356000
경기도,안양시동안구,부림동,37.3963,126.987,4117356600
경기도,안양시동안구,평촌동,37.3963,126.987,4117357000
경기도,안양시동안구,평안동,37.3963,126.987,4117357600
경기도,안양시동안구,귀인동,37.3963,126.987,4117357800
경기도,안양시동안구,호계1동,37.3502,126.9863,4117358000
경기도,안양시동안구,호계2동,37.3969,126.929,4117359000
경기도,안양시동안구,호계3동,37.3502,126.9863,4117360000
경기도,안양시동안구,범계동,37.3969,126.929,4117361000
경기도,안양시동안구,신촌동,37.3963,126.987,4117362000
경기도,안양시동안구,갈산동,37.3963,126.987,4117363000
경기도,부천시,,37.5007,126.7681,4119000000
경기도,부천시원미구,,37.4901,126.8141,4119500000
경기도,부천시원미구,심곡1동,37.4906,126.756,4119551000
경기도,부천시원미구,심곡2동,37.4901,126.8141,4119552000
경기도,부천시원미구,심곡3동,37.4906,126.756,4119553000
경기도,부천시원미구,원미1동,37.4901,126.8141,4119554000
경기도,부천시원미구,원미2동,37.4901,126.8141,4119555000
경기도,부천시원미구,소사동,37.4901,126.8141,4119556000
경기도,부천시원미구,역곡1동,37.4901,126.8141,4119557000
경기도,부천시원미구,역곡2동,37.4901,126.8141,4119558000
경기도,부천시원미구,춘의동,37.4901,126.8141,4119559000
경기도,부천시원미구,도당동,37.5362,126.8147,4119560000
경기도,부천시원미구,약대동,37.4906,126.756,4119561000
경기도,부천시원미구,중동,37.4906,126.756,4119562000
경기도,부천시원미구,중1동,37.4906,126.756,4119563000
경기도,부천시원미구,중2동,37.4906,126.756,4119564000
경기도,부천시원미구,중3동,37.4906,126.756,4119565000
경기도,부천시원미구,중4동,37.4906,126.756,4119566000
경기도,부천시원미구,상동,37.4906,126.756,4119567000
경기도,부천시원미구,상1동,37.4906,126.756,4119568000
경기도,부천시원미구,상2동,37.4906,126.756,4119569000
경기도,부천시원미구,상3동,37.4906,126.756,4119570000
경기도,부천시소사구,,37.4901,126.8141,4119700000
경기도,부천시소사구,심곡본1동,37.4906,126.756,4119751000
경기도,부천시소사구,심곡본동,37.4906,126.756,4119752000
경기도,부천시소사구,소사본3동,37.4901,126.8141,4119755000
경기도,부천시소사구,범박동,37.4901,126.8141,4119756000
경기도,부천시소사구,괴안동,37.4901,126.8141,4119757000
경기도,부천시소사구,역곡3동,37.4901,126.8141,4119758000
경기도,부천시소사구,송내1동,37.4906,126.756,4119759000
경기도,부천시소사구,송내2동,37.4906,126.756,4119760000
경기도,부천시오정구,,37.5362,126.8147,4119900000
경기도,부천시오정구,성곡동,37.5362,126.8147,4119951000
경기도,부천시오정구,원종1동,37.5362,126.8147,4119952000
경기도,부천시오정구,원종2동,37.5362,126.8147,4119953000
경기도,부천시오정구,고강본동,37.5362,126.8147,4119954000
경기도,부천시오정구,고강1동,37.5362,126.8147,4119955000
경기도,부천시오정구,오정동,37.5362,126.8147,4119956000
경기도,부천시오정구,신흥동,37.5367,126.7566,4119957000
경기도,광명시,,37.4758,126.8667,4121000000
경기도,광명시,광명1동,37.4896,126.8722,4121051000
경기도,광명시,광명2동,37.4896,126.8722,4121052000
경기도,광명시,광명3동,37.4896,126.8722,4121054000
경기도,광명시,광명4동,37.4896,126.8722,4121055000
경기도,광명시,광명5동,37.4896,126.8722,4121056000
경기도,광명시,광명6동,37.4896,126.8722,4121057000
경기도,광명시,광명7동,37.4896,126.8722,4121058000
경기도,광명시,철산1동,37.4896,126.8722,4121059000
경기도,광명시,철산2동,37.4896,126.8722,4121060000
경기도,광명시,철산3동,37.4896,126.8722,4121061000
경기도,광명시,철산4동,37.4896,126.8722,4121062000
경기도,광명시,하안1동,37.4435,126.8716,4121063100
경기도,광명시,하안2동,37.4435,126.8716,4121063200
경기도,광명시,하안3동,37.4435,126.8716,4121063300
경기도,광명시,하안4동,37.4435,126.8716,4121063400
경기도,광명시,소하1동,37.4435,126.8716,4121064000
경기도,광명시,소하2동,37.4435,126.8716,4121065000
경기도,광명시,학온동,37.3974,126.871,4121066000
경기도,평택시,,36.9894,127.1147,4122000000
경기도,평택시,팽성읍,36.981,127.0383,4122025000
경기도,평택시,안중읍,36.9821,126.923,4122025300
경기도,평택시,포승읍,36.9827,126.8653,4122025600
경기도,평택시,진위면,37.1186,127.0983,4122031000
경기도,평택시,서탄면,37.1192,127.0406,4122032000
경기도,평택시,고덕면,37.0271,127.0391,4122033000
경기도,평택시,오성면,37.0277,126.9814,4122034000
경기도,평택시,청북면,37.0282,126.9237,4122035000
경기도,평택시,현덕면,36.9821,126.923,4122037000
경기도,평택시,중앙동,37.0731,127.0398,4122051000
