대분류,중분류,소분류,위도,경도,지점코드 //TodayWeather에서는 http routing때문에 /를 사용할수없음.
경기도,파주시,운정1동,37.7241805,126.7512624,4148055000
경기도,파주시,운정2동,37.723969,126.7515577,4148056000
경기도,파주시,운정3동,37.7241871,126.7512633,4148057000
경기도,파주시,운정동,37.7241117,126.7513264,4148055000
경기도,파주시,월롱면,37.7932667,126.7923528,4148031000
경기도,파주시,장단면,37.8715833,126.7107528,4148039000
경기도,파주시,적성면,37.9517139,126.9198528,4148037000
경기도,파주시,조리읍,37.7420444,126.8070667,4148026200
경기도,파주시,진동면,37.9384139,126.8026111,4148040000
경기도,파주시,진서면,37.9619139,126.7097222,4148041000
경기도,파주시,탄현면,37.7997167,126.7182889,4148032000
경기도,파주시,파주읍,37.8302361,126.8186194,4148025300
경기도,파주시,파평면,37.9192500,126.8401306,4148036000
경기도,평택시,,36.9894389,127.1146556,4122000000
경기도,평택시,고덕면,37.0394361,127.0198000,4122033000
경기도,평택시,비전1동,36.9976833,127.0973194,4122062000
경기도,평택시,비전2동,36.9932333,127.1053194,4122063000
경기도,평택시,비전동,37.0006092,127.0952512,4122062000
경기도,평택시,서정동,37.0633278,127.0579222,4122052000
경기도,평택시,서탄면,37.1054000,127.0374194,4122032000
경기도,평택시,세교동,36.9971028,127.0845333,4122064000
경기도,평택시,송북동,37.0787528,127.0623667,4122056000
경기도,평택시,송탄동,37.0397667,127.0883889,4122053500
경기도,평택시,신장1동,37.0797972,127.0554000,4122057000
경기도,평택시,신장2동,37.0735889,127.0545556,4122058000
경기도,평택시,신장동,37.0854024,127.0510977,4122057000
경기도,평택시,신평동,36.9871972,127.0947528,4122059000
경기도,평택시,안중읍,36.9828528,126.9338083,4122025300
경기도,평택시,오성면,37.0048389,126.9826444,4122034000
경기도,평택시,원평동,36.9864806,127.0826111,4122060000
경기도,평택시,중앙동,37.0525139,127.0580972,4122051000
경기도,평택시,지산동,37.0748444,127.0597306,4122055000
경기도,평택시,진위면,37.0972500,127.0929556,4122031000
경기도,평택시,청북면,37.0370833,126.9361000,4122035000
경기도,평택시,통복동,36.9980139,127.0894528,4122061000
경기도,평택시,팽성읍,36.9623722,127.0644667,4122025000
경기도,평택시,포승읍,36.9800472,126.8874556,4122025600
경기도,평택시,현덕면,36.9644833,126.9236333,4122037000
경기도,포천시,,37.8921556,127.2024194,4165000000
경기도,포천시,가산면,37.8457667,127.1884306,4165033000
경기도,포천시,관인면,38.1549778,127.2532528,4165040000
경기도,포천시,군내면,37.8862361,127.2195972,4165031000
경기도,포천시,내촌면,37.7834500,127.2307000,4165032000
경기도,포천시,선단동,37.8514083,127.1613306,4165052000
경기도,포천시,소흘읍,37.8206556,127.1407083,4165025000
경기도,포천시,신북면,37.9311500,127.2286333,4165034000
경기도,포천시,영북면,38.0863583,127.2776639,4165039000
경기도,포천시,영중면,37.9997750,127.2456778,4165036000
경기도,포천시,이동면,38.0279361,127.3693444,4165038000
경기도,포천시,일동면,37.9585694,127.3193444,4165037000
경기도,포천시,창수면,37.9889778,127.1912222,4165035000
경기도,포천시,포천동,37.8953583,127.2022444,4165051000
경기도,포천시,화현면,37.8983611,127.2901778,4165041000
경기도,하남시,,37.5364972,127.2170000,4145000000
경기도,하남시,감북동,37.5134306,127.1638778,4145058000
경기도,하남시,덕풍1동,37.5307222,127.2026972,4145054000
경기도,하남시,덕풍2동,37.5394750,127.2002528,4145055000
경기도,하남시,덕풍3동,37.5410444,127.2088639,4145056000
경기도,하남시,덕풍동,37.5335585,127.2005795,4145054000
경기도,하남시,망월동,37.5680995,127.1894751,4145062000
경기도,하남시,미사1동,37.5663556,127.1960667,4145061000
경기도,하남시,미사2동,37.5670444,127.1859139,4145062000
경기도,하남시,미사동,37.5690911,127.2104411,4145061000
경기도,하남시,신장1동,37.5359500,127.2117222,4145052000
경기도,하남시,신장2동,37.5389167,127.2161333,4145053000
경기도,하남시,신장동,37.5387903,127.2095865,4145056000
경기도,하남시,위례동,37.4771641,127.1525020,1171053200
경기도,하남시,천현동,37.5164528,127.2261889,4145051000
경기도,하남시,초이동,37.5337194,127.1729083,4145060000
경기도,하남시,춘궁동,37.5194056,127.1962000,4145059000
경기도,하남시,풍산동,37.5462111,127.1872111,4145057000
경기도,화성시,,37.1968167,126.8335306,4159000000
경기도,화성시,기배동,37.2211833,126.9863083,4159056000
경기도,화성시,남양동,37.2117875,126.8237759,4159026200
경기도,화성시,남양읍,37.2118472,126.8238333,4159026200
경기도,화성시,동탄1동,37.2036917,127.0739306,4159058500
경기도,화성시,동탄2동,37.1942028,127.0741972,4159058600
경기도,화성시,동탄3동,37.2099706,127.0587100,4159058700
경기도,화성시,동탄4동,37.2101361,127.1052250,4159058800
경기도,화성시,동탄동,37.2065229,127.0719159,4159058500
경기도,화성시,동탄면,37.1847861,127.0885194,4159042000
경기도,화성시,마도면,37.2029111,126.7718444,4159033000
경기도,화성시,매송면,37.2494472,126.9112750,4159031000
경기도,화성시,반월동,37.2318083,127.0636111,4159055000
경기도,화성시,병점1동,37.2035889,127.0387556,4159053000
경기도,화성시,병점2동,37.2087361,127.0451778,4159054000
경기도,화성시,병점동,37.2069173,127.0372694,4159053000
경기도,화성시,봉담읍,37.2173389,126.9523333,4159025300
경기도,화성시,비봉면,37.2323667,126.8758222,4159032000
경기도,화성시,서신면,37.1636556,126.7108333,4159035000
경기도,화성시,송산면,37.2151056,126.7412750,4159034000
경기도,화성시,양감면,37.0784639,126.9465528,4159040000
경기도,화성시,우정읍,37.0869722,126.8173667,4159025600
경기도,화성시,장안면,37.0770083,126.8333972,4159037000
경기도,화성시,정남면,37.1655944,126.9850306,4159041000
경기도,화성시,진안동,37.2102194,127.0412222,4159052000
경기도,화성시,팔탄면,37.1583778,126.9054972,4159036000
경기도,화성시,향남읍,37.1295417,126.9224417,4159025900
경기도,화성시,화산동,37.2025972,127.0164444,4159057000
경상남도,,,35.2347361,128.6941667,4800000000
경상남도,거제시,,34.8773583,128.6233556,4831000000
경상남도,거제시,거제면,34.8478833,128.5926111,4831034000
경상남도,거제시,고현동,34.8825990,128.6233250,4831058000
경상남도,거제시,남부면,34.7290417,128.6123333,4831033000
경상남도,거제시,능포동,34.8761167,128.7369111,4831053000
경상남도,거제시,동부면,34.8184083,128.6103750,4831032000
경상남도,거제시,둔덕면,34.8336389,128.5073111,4831035000
경상남도,거제시,마전동,34.8570444,128.7254972,4831052000
경상남도,거제시,사등면,34.9158083,128.5244750,4831036000
경상남도,거제시,상문동,34.8680902,128.6379441,4831059000
경상남도,거제시,수양동,34.8879410,128.6462865,4831060000
경상남도,거제시,아주동,34.8629389,128.6943639,4831054000
경상남도,거제시,연초면,34.9114500,128.6587750,4831037000
경상남도,거제시,옥포1동,34.8878611,128.6948861,4831055000
경상남도,거제시,옥포2동,34.8934778,128.6905556,4831056000
경상남도,거제시,옥포동,34.8909776,128.6926606,4831056000
경상남도,거제시,일운면,34.8265333,128.7053333,4831031000
경상남도,거제시,장목면,34.9835111,128.6845750,4831039000
경상남도,거제시,장승포동,34.8642500,128.7294000,4831051000
경상남도,거제시,장평동,34.8895579,128.6094674,4831057000
경상남도,거제시,하청면,34.9522056,128.6575778,4831038000
경상남도,거창군,,35.6836250,127.9116556,4888000000
경상남도,거창군,가북면,35.7597750,127.9954639,4888041000
경상남도,거창군,가조면,35.7079694,128.0169000,4888040000
경상남도,거창군,거창읍,35.6849444,127.9060194,4888025000
경상남도,거창군,고제면,35.8118194,127.8735861,4888033000
경상남도,거창군,남상면,35.6401667,127.9121889,4888037000
경상남도,거창군,남하면,35.6646833,127.9457889,4888038000
경상남도,거창군,마리면,35.6981778,127.8567972,4888036000
경상남도,거창군,북상면,35.7743944,127.8213889,4888034000
경상남도,거창군,신원면,35.5647056,127.9273000,4888039000
경상남도,거창군,웅양면,35.8023667,127.9199556,4888032000
경상남도,거창군,위천면,35.7465583,127.8353083,4888035000
경상남도,거창군,주상면,35.7466417,127.9152778,4888031000
경상남도,고성군,,34.9699000,128.3245417,4882000000
경상남도,고성군,개천면,35.0956083,128.2610778,4882038000
경상남도,고성군,거류면,34.9886639,128.4064667,4882043000
경상남도,고성군,고성읍,34.9711000,128.3265333,4882025000
경상남도,고성군,구만면,35.0847528,128.3370972,4882039000
경상남도,고성군,대가면,35.0142556,128.3005556,4882035000
경상남도,고성군,동해면,35.0383472,128.4232000,4882042000
경상남도,고성군,마암면,35.0520833,128.3389111,4882041000
경상남도,고성군,삼산면,34.9336111,128.2760528,4882031000
경상남도,고성군,상리면,34.9966556,128.1885667,4882034000
경상남도,고성군,영오면,35.1047889,128.2398528,4882037000
경상남도,고성군,영현면,35.0510167,128.2076778,4882036000
경상남도,고성군,하이면,34.9255861,128.1250778,4882033000
경상남도,고성군,하일면,34.9403167,128.1946417,4882032000
경상남도,고성군,회화면,35.0570972,128.3755222,4882040000
경상남도,김해시,,35.2255056,128.8916667,4825000000
경상남도,김해시,내외동,35.2319500,128.8667222,4825054000
경상남도,김해시,대동면,35.2391972,128.9824750,4825037000
경상남도,김해시,동상동,35.2337861,128.8857333,4825051000
경상남도,김해시,부원동,35.2256694,128.8888222,4825053000
경상남도,김해시,북부동,35.2592722,128.8697528,4825055000
경상남도,김해시,불암동,35.2189722,128.9289861,4825060000
경상남도,김해시,삼안동,35.2407611,128.9096417,4825059000
경상남도,김해시,상동면,35.3046444,128.9326972,4825036000
경상남도,김해시,생림면,35.3248833,128.8516667,4825035000
경상남도,김해시,장유1동,35.2012528,128.8127722,4825061000
경상남도,김해시,장유2동,35.1970917,128.7977861,4825062000
경상남도,김해시,장유3동,35.1755333,128.8113250,4825063000
경상남도,김해시,장유면,35.2012597,128.8127309,4825061000
경상남도,김해시,주촌면,35.2327083,128.8329083,4825032000
경상남도,김해시,진례면,35.2459556,128.7499889,4825033000
경상남도,김해시,진영읍,35.3012417,128.7355556,4825025000
경상남도,김해시,칠산서부동,35.2197667,128.8732417,4825056500
경상남도,김해시,한림면,35.3175056,128.8045083,4825034000
경상남도,김해시,활천동,35.2258806,128.9021083,4825058000
경상남도,김해시,회현동,35.2284917,128.8805556,4825052000
경상남도,남해군,,34.8345583,127.8944667,4884000000
경상남도,남해군,고현면,34.8925750,127.8764667,4884037000
경상남도,남해군,남면,34.7683000,127.8889306,4884035000
경상남도,남해군,남해읍,34.8354167,127.8959556,4884025000
경상남도,남해군,미조면,34.7089889,128.0490667,4884034000
경상남도,남해군,삼동면,34.8278944,128.0031444,4884033000
경상남도,남해군,상주면,34.7205694,127.9878000,4884032000
경상남도,남해군,서면,34.8069500,127.8404639,4884036000
경상남도,남해군,설천면,34.9217806,127.9161750,4884038000
경상남도,남해군,이동면,34.7963111,127.9569000,4884031000
경상남도,남해군,창선면,34.8547111,128.0143194,4884039000
경상남도,밀양시,,35.5007778,128.7489444,4827000000
경상남도,밀양시,가곡동,35.4756861,128.7667778,4827054000
경상남도,밀양시,교동,35.5079444,128.7593861,4827055000
경상남도,밀양시,내이동,35.4939889,128.7484861,4827052000
경상남도,밀양시,내일동,35.4912806,128.7563556,4827051000
경상남도,밀양시,단장면,35.5121833,128.8782889,4827035000
경상남도,밀양시,무안면,35.4676306,128.6537417,4827038000
경상남도,밀양시,부북면,35.5082222,128.7321083,4827031000
경상남도,밀양시,산내면,35.5812167,128.8831111,4827034000
경상남도,밀양시,산외면,35.4995806,128.8170972,4827033000
경상남도,밀양시,삼랑진읍,35.3927278,128.8400000,4827025000
경상남도,밀양시,삼문동,35.4799750,128.7552778,4827053000
경상남도,밀양시,상남면,35.4452694,128.7558417,4827036000
경상남도,밀양시,상동면,35.5497833,128.7655444,4827032000
경상남도,밀양시,청도면,35.5458389,128.6266972,4827039000
경상남도,밀양시,초동면,35.4186083,128.6751528,4827037000
경상남도,밀양시,하남읍,35.3724361,128.7132889,4827025300
경상남도,사천시,,35.0002833,128.0667778,4824000000
경상남도,사천시,곤명면,35.1089194,127.9437556,4824036000
경상남도,사천시,곤양면,35.0544361,127.9618194,4824035000
경상남도,사천시,남양동,34.9664861,128.0654222,4824059500
경상남도,사천시,동서금동,34.9278528,128.0808556,4824053000
경상남도,사천시,동서동,34.9254444,128.0713083,4824051000
경상남도,사천시,벌룡동,34.9406250,128.0818639,4824055000
경상남도,사천시,사남면,35.0494444,128.0774083,4824032000
경상남도,사천시,사천읍,35.0796806,128.0933556,4824025000
경상남도,사천시,서포면,35.0043194,127.9790750,4824037000
경상남도,사천시,선구동,34.9265972,128.0743111,4824052000
경상남도,사천시,용현면,35.0103528,128.0634444,4824033000
경상남도,사천시,정동면,35.0530083,128.1261111,4824031000
경상남도,사천시,축동면,35.1040556,128.0906111,4824034000
경상남도,사천시,향촌동,34.9306444,128.0956333,4824057000
경상남도,산청군,,35.4124917,127.8756194,4886000000
경상남도,산청군,금서면,35.4141250,127.8653333,4886034000
경상남도,산청군,단성면,35.2958250,127.9598111,4886037000
경상남도,산청군,산청읍,35.4103472,127.8796222,4886025000
경상남도,산청군,삼장면,35.2951972,127.8339306,4886035000
경상남도,산청군,생비량면,35.3419917,128.0472639,4886039000
경상남도,산청군,생초면,35.4901083,127.8350639,4886033000
경상남도,산청군,시천면,35.2752750,127.8428417,4886036000
경상남도,산청군,신등면,35.3796806,128.0089778,4886040000
경상남도,산청군,신안면,35.3009250,127.9752528,4886038000
경상남도,산청군,오부면,35.4556778,127.8641333,4886032000
경상남도,산청군,차황면,35.4606528,127.9299889,4886031000
경상남도,양산시,,35.3319278,129.0394111,4833000000
경상남도,양산시,강서동,35.3420972,129.0284222,4833053000
경상남도,양산시,덕계동,35.3704222,129.1522639,4833057000
경상남도,양산시,동면,35.3204472,129.0641417,4833031000
경상남도,양산시,물금읍,35.3080389,128.9906444,4833025300
경상남도,양산시,삼성동,35.3497583,129.0429556,4833052000
경상남도,양산시,삼호동,35.4140677,129.1785346,4833054000
경상남도,양산시,상북면,35.4153139,129.0666667,4833033000
경상남도,양산시,서창동,35.4132167,129.1754222,4833054000
경상남도,양산시,소주동,35.4165806,129.1562000,4833055000
경상남도,양산시,양주동,35.3364654,129.0322113,4833051500
경상남도,양산시,원동면,35.3616278,128.9210667,4833032000
경상남도,양산시,중앙동,35.3427361,129.0432528,4833051000
경상남도,양산시,평산동,35.3802611,129.1509556,4833056000
경상남도,양산시,하북면,35.4862333,129.0892222,4833034000
경상남도,의령군,,35.3191194,128.2638222,4872000000
경상남도,의령군,가례면,35.3236472,128.2474667,4872031000
경상남도,의령군,궁류면,35.4443056,128.2511417,4872041500
경상남도,의령군,낙서면,35.4811250,128.3794333,4872038000
경상남도,의령군,대의면,35.3688278,128.1104556,4872033000
경상남도,의령군,봉수면,35.4692278,128.2683889,4872040000
경상남도,의령군,부림면,35.4634167,128.3267778,4872039000
경상남도,의령군,용덕면,35.3450833,128.2928194,4872035000
경상남도,의령군,유곡면,35.4302000,128.3158417,4872042000
경상남도,의령군,의령읍,35.3180000,128.2627194,4872025000
경상남도,의령군,정곡면,35.3775000,128.3285528,4872036000
경상남도,의령군,지정면,35.3794750,128.3882667,4872037000
경상남도,의령군,칠곡면,35.3383333,128.1947778,4872032000
경상남도,의령군,화정면,35.2746444,128.2130111,4872034000
경상남도,진주시,,35.1770333,128.1100000,4817000000
경상남도,진주시,가호동,35.1569444,128.1088222,4817074000
경상남도,진주시,강남동,35.1872443,128.0855675,4817056500
경상남도,진주시,금곡면,35.0912639,128.1900222,4817033000
경상남도,진주시,금산면,35.2109333,128.1501111,4817041000
경상남도,진주시,내동면,35.1623833,128.0696222,4817031000
경상남도,진주시,대곡면,35.2612194,128.1715750,4817040000
경상남도,진주시,대평면,35.2296111,127.9630222,4817045000
경상남도,진주시,망경동,35.1807837,128.0847790,4817051500
경상남도,진주시,명석면,35.2165111,128.0425417,4817044000
경상남도,진주시,문산읍,35.1660028,128.1665111,4817025000
경상남도,진주시,미천면,35.2961389,128.1175778,4817043000
경상남도,진주시,봉수동,35.1920769,128.0861940,4817056500
경상남도,진주시,봉안동,35.1957674,128.0782629,4817055500
경상남도,진주시,사봉면,35.1852083,128.2727111,4817038000
경상남도,진주시,상대1동,35.1801833,128.1143639,4817066000
경상남도,진주시,상대2동,35.1825472,128.1211750,4817067000
경상남도,진주시,상대동,35.1832679,128.1121741,4817066000
경상남도,진주시,상봉동,35.198564,128.0751110,4817059500
경상남도,진주시,상평동,35.1730861,128.1112222,4817068000
경상남도,진주시,성북동,35.195742,128.0782570,4817055500
경상남도,진주시,성지동,35.1957674,128.0782629,4817055500
경상남도,진주시,수곡면,35.1955861,127.9342889,4817046000
경상남도,진주시,신안동,35.1814722,128.0712000,4817071500
경상남도,진주시,옥봉동,35.1925537,128.0913079,4817056500
경상남도,진주시,이반성면,35.1661722,128.3285528,4817037000
경상남도,진주시,이현동,35.1896917,128.0639528,4817072000
경상남도,진주시,일반성면,35.1680306,128.2792778,4817036000
경상남도,진주시,정촌면,35.1281306,128.1049750,4817032000
경상남도,진주시,중앙동,35.1889639,128.0884222,4817056500
경상남도,진주시,지수면,35.2318944,128.2718444,4817039000
경상남도,진주시,진성면,35.1819222,128.2255444,4817035000
경상남도,진주시,집현면,35.2359500,128.0885861,4817042000
경상남도,진주시,천전동,35.180709,128.0847860,4817051500
경상남도,진주시,초장동,35.1984472,128.1171778,4817069500
경상남도,진주시,충무공동,35.182951,128.1358430,4817075000
경상남도,진주시,칠암동,35.1835326,128.0918065,4817056500
경상남도,진주시,판문동,35.1650472,128.0544667,4817073000
경상남도,진주시,평거동,35.1637900,128.0400200,4817071000
경상남도,진주시,하대1동,35.1866500,128.1224889,4817067600
경상남도,진주시,하대2동,35.1861778,128.1295750,4817067700
경상남도,진주시,하대동,35.1924226,128.1089128,4817069500
경상남도,창녕군,,35.5415361,128.4945333,4874000000
경상남도,창녕군,계성면,35.4657389,128.5152444,4874037000
경상남도,창녕군,고암면,35.5733556,128.5131861,4874031000
경상남도,창녕군,길곡면,35.3840194,128.5712889,4874041000
경상남도,창녕군,남지읍,35.3860417,128.4794333,4874025300
경상남도,창녕군,대지면,35.5525194,128.4700639,4874036000
경상남도,창녕군,대합면,35.6105861,128.4742778,4874033000
경상남도,창녕군,도천면,35.4320278,128.5202528,4874040000
경상남도,창녕군,부곡면,35.4316889,128.6051306,4874042000
경상남도,창녕군,성산면,35.6257167,128.4961889,4874032000
경상남도,창녕군,영산면,35.4505861,128.5301528,4874038000
경상남도,창녕군,유어면,35.5050528,128.4133333,4874035000
경상남도,창녕군,이방면,35.5740667,128.3900306,4874034000
경상남도,창녕군,장마면,35.4551056,128.4751444,4874039000
경상남도,창녕군,창녕읍,35.5376583,128.5033556,4874025000
경상남도,창원시,,35.2279398,128.6818341,4812000000
경상남도,창원시마산합포구,,35.1968740,128.5678630,4812500000
경상남도,창원시마산합포구,가포동,35.1695680,128.5720500,4812552000
경상남도,창원시마산합포구,교방동,35.2143350,128.5662380,4812561000
경상남도,창원시마산합포구,구산면,35.1196990,128.5808870,4812531000
경상남도,창원시마산합포구,노산동,35.2126760,128.5742380,4812562000
경상남도,창원시마산합포구,동서동,35.2042629,128.5737075,4812559000
경상남도,창원시마산합포구,문화동,35.1846850,128.5581750,4812554000
경상남도,창원시마산합포구,반월동,35.1903850,128.5623880,4812555000
경상남도,창원시마산합포구,산호동,35.2160999,128.5859895,4812565000
경상남도,창원시마산합포구,성호동,35.2074375,128.5726478,4812560000
경상남도,창원시마산합포구,오동동,35.2087680,128.5786000,4812563000
경상남도,창원시마산합포구,완월동,35.1995260,128.5641370,4812557000
경상남도,창원시마산합포구,월영동,35.1793142,128.5577505,4812553000
경상남도,창원시마산합포구,자산동,35.2055381,128.5654462,4812558000
경상남도,창원시마산합포구,중앙동,35.1940929,128.5641375,4812556000
경상남도,창원시마산합포구,진동면,35.1151820,128.4883250,4812532000
경상남도,창원시마산합포구,진북면,35.1154740,128.4674120,4812533000
경상남도,창원시마산합포구,진전면,35.1028900,128.4189870,4812534000
경상남도,창원시마산합포구,합포동,35.2109247,128.5791278,4812564000
경상남도,창원시마산합포구,현동,35.1388574,128.5770118,4812551000
경상남도,창원시마산회원구,,35.2209320,128.5797060,4812700000
경상남도,창원시마산회원구,구암1동,35.2493833,128.5935250,4812760000
경상남도,창원시마산회원구,구암2동,35.2490100,128.5983880,4812761000
경상남도,창원시마산회원구,구암동,35.2493801,128.5935211,4812760000
경상남도,창원시마산회원구,내서읍,35.2468100,128.5076250,4812725000
경상남도,창원시마산회원구,봉암동,35.2175954,128.6024625,4812762000
경상남도,창원시마산회원구,석전1동,35.2294260,128.5682120,4812753000
경상남도,창원시마산회원구,석전2동,35.2301850,128.5733500,4812754000
경상남도,창원시마산회원구,석전동,35.2293864,128.5681971,4812753000
경상남도,창원시마산회원구,양덕1동,35.2323100,128.5862120,4812756000
경상남도,창원시마산회원구,양덕2동,35.2292010,128.5839250,4812757000
경상남도,창원시마산회원구,양덕동,35.2322987,128.5862143,4812756000
경상남도,창원시마산회원구,합성1동,35.2422167,128.5839889,4812758000
경상남도,창원시마산회원구,합성2동,35.2410453,128.5861950,4812759000
경상남도,창원시마산회원구,합성동,35.2439798,128.5750914,4812758000
경상남도,창원시마산회원구,회성동,35.2330760,128.5616370,4812755000
경상남도,창원시마산회원구,회원1동,35.2182626,128.5742472,4812751000
경상남도,창원시마산회원구,회원2동,35.2189010,128.5692380,4812752000
경상남도,창원시마산회원구,회원동,35.2182414,128.5741898,4812751000
경상남도,창원시성산구,,35.1983844,128.7029401,4812300000
경상남도,창원시성산구,가음정동,35.2131393,128.7005940,4812355000
경상남도,창원시성산구,대방동,35.2110862,128.7180837,4812354000
경상남도,창원시성산구,반송동,35.2359429,128.6695125,4812351000
경상남도,창원시성산구,사파동,35.2158430,128.7087120,4812354000
경상남도,창원시성산구,상남동,35.2162680,128.6872120,4812353000
경상남도,창원시성산구,성주동,35.1897409,128.6950205,4812356000
경상남도,창원시성산구,웅남동,35.2053096,128.6271625,4812357000
경상남도,창원시성산구,중앙동,35.2210983,128.6736950,4812352000
경상남도,창원시의창구,,35.2540033,128.6401544,4812100000
경상남도,창원시의창구,대산면,35.3324270,128.7077811,4812132000
경상남도,창원시의창구,동읍,35.2847250,128.6825130,4812125000
경상남도,창원시의창구,명곡동,35.2535471,128.6402341,4812153000
경상남도,창원시의창구,명서동,35.2469285,128.6452566,4812153000
경상남도,창원시의창구,봉림동,35.2519644,128.6673448,4812154000
경상남도,창원시의창구,북면,35.3477816,128.6070384,4812131000
경상남도,창원시의창구,용지동,35.2362277,128.6841286,4812155000
경상남도,창원시의창구,의창동,35.2621267,128.6229495,4812151000
경상남도,창원시의창구,팔룡동,35.2578111,128.6123236,4812152000
경상남도,창원시의창구,팔용동,35.2541370,128.6121471,4812152000
경상남도,창원시진해구,,35.1330600,128.7100810,4812900000
경상남도,창원시진해구,경화동,35.1543570,128.6868380,4812956000
경상남도,창원시진해구,덕산동,35.1433466,128.7037445,4812961000
경상남도,창원시진해구,병암동,35.1549830,128.6895627,4812957000
경상남도,창원시진해구,석동,35.1586454,128.7000326,4812958000
경상남도,창원시진해구,여좌동,35.1585489,128.6603153,4812954000
경상남도,창원시진해구,웅동1동,35.1258956,128.7826923,4812964000
경상남도,창원시진해구,웅동2동,35.1012816,128.8148350,4812965000
경상남도,창원시진해구,웅동동,35.1258741,128.7827050,4812964000
경상남도,창원시진해구,웅천동,35.1113380,128.7496332,4812963000
경상남도,창원시진해구,이동,35.1493421,128.6999119,4812959000
경상남도,창원시진해구,자은동,35.1470924,128.7054364,4812960000
경상남도,창원시진해구,중앙동,35.1518150,128.6557500,4812951000
경상남도,창원시진해구,충무동,35.1505400,128.6603380,4812953000
경상남도,창원시진해구,태백동,35.1538996,128.6773763,4812955000
경상남도,창원시진해구,태평동,35.1457740,128.6621130,4812952000
경상남도,창원시진해구,풍호동,35.1375990,128.7073130,4812962000
경상남도,통영시,,34.8512583,128.4352778,4822000000
경상남도,통영시,광도면,34.8965556,128.4092083,4822034000
경상남도,통영시,도남동,34.8260815,128.4246393,4822067000
경상남도,통영시,도산면,34.9000778,128.3641556,4822033000
경상남도,통영시,도천동,34.8339194,128.4157889,4822051000
경상남도,통영시,명정동,34.8394639,128.4219528,4822053000
경상남도,통영시,무전동,34.8542500,128.4346417,4822070000
경상남도,통영시,미수1동,34.8304013,128.4059830,4822066500
경상남도,통영시,미수2동,34.8304013,128.4059830,4822066500
경상남도,통영시,미수동,34.8236394,128.4005325,4822066500
경상남도,통영시,봉평동,34.8295750,128.4167556,4822067000
경상남도,통영시,북신동,34.8539417,128.4276861,4822060000
경상남도,통영시,사량면,34.8423917,128.2220889,4822037000
경상남도,통영시,산양읍,34.8003167,128.3979083,4822025000
경상남도,통영시,욕지면,34.6332083,128.2655778,4822035000
경상남도,통영시,용남면,34.8645500,128.4445889,4822031000
경상남도,통영시,인평동,34.8419559,128.3956714,4822066500
경상남도,통영시,정량동,34.8399361,128.4324333,4822059000
경상남도,통영시,중앙동,34.8434222,128.4291972,4822055000
경상남도,통영시,한산면,34.7640111,128.5099000,4822036000
경상남도,하동군,,35.0642028,127.7534306,4885000000
경상남도,하동군,고전면,35.0190806,127.8194444,4885035000
경상남도,하동군,금남면,34.9474139,127.8611333,4885036000
경상남도,하동군,금성면,34.9606944,127.7923750,4885042000
경상남도,하동군,북천면,35.1115750,127.8949889,4885039000
경상남도,하동군,악양면,35.1592944,127.7110861,4885032000
경상남도,하동군,양보면,35.0442417,127.8479083,4885038000
경상남도,하동군,옥종면,35.1798833,127.8816972,4885041000
경상남도,하동군,적량면,35.0800778,127.7790667,4885033000
경상남도,하동군,진교면,35.0274000,127.9031111,4885037000
경상남도,하동군,청암면,35.1529778,127.8021639,4885040000
경상남도,하동군,하동읍,35.0690194,127.7474194,4885025000
경상남도,하동군,화개면,35.1853083,127.6275778,4885031000
경상남도,하동군,횡천면,35.1066806,127.8161111,4885034000
경상남도,함안군,,35.2694056,128.4087083,4873000000
경상남도,함안군,가야읍,35.2691500,128.4104417,4873025000
경상남도,함안군,군북면,35.2586083,128.3472306,4873032000
경상남도,함안군,대산면,35.3471194,128.4337083,4873034000
경상남도,함안군,법수면,35.3124528,128.3575972,4873033000
경상남도,함안군,산인면,35.2762694,128.4264778,4873038000
경상남도,함안군,여항면,35.2071194,128.4367083,4873039000
경상남도,함안군,칠북면,35.3435472,128.5238556,4873036000
경상남도,함안군,칠서면,35.3303611,128.5002861,4873035000
경상남도,함안군,칠원면,35.3088527,128.5185350,4873025300
경상남도,함안군,칠원읍,35.3088028,128.5185639,4873025300
경상남도,함안군,함안면,35.2390361,128.4259222,4873031000
경상남도,함양군,,35.5174694,127.7274194,4887000000
경상남도,함양군,마천면,35.3938944,127.6651972,4887031000
경상남도,함양군,백전면,35.5486472,127.6377861,4887039000
경상남도,함양군,병곡면,35.5254389,127.6842889,4887040000
경상남도,함양군,서상면,35.6803694,127.6880556,4887038000
경상남도,함양군,서하면,35.6446194,127.6975556,4887037000
경상남도,함양군,수동면,35.5191333,127.7899083,4887034000
경상남도,함양군,안의면,35.6256333,127.8134444,4887036000
경상남도,함양군,유림면,35.4631722,127.7945000,4887033000
경상남도,함양군,지곡면,35.5631722,127.7763889,4887035000
경상남도,함양군,함양읍,35.5166194,127.7287972,4887025000
경상남도,함양군,휴천면,35.4776444,127.7523750,4887032000
경상남도,합천군,,35.5636167,128.1679306,4889000000
경상남도,합천군,가야면,35.7597000,128.1416417,4889033000
경상남도,합천군,가회면,35.4321278,128.0358417,4889044000
경상남도,합천군,대병면,35.5182333,128.0167556,4889045000
경상남도,합천군,대양면,35.5135722,128.1767083,4889041000
경상남도,합천군,덕곡면,35.6119833,128.3614667,4889038000
경상남도,합천군,묘산면,35.6554306,128.1155556,4889032000
